Context;Relation;Maximum_Cardinality
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAmolCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/Wikicat2000sMalayalam-languageFilms;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBaftCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatVillagesInTheCzechRepublic;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAnbarabadCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/SecondarySchool108284481;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatStateHighwaysInOhio;http://www.w3.org/2000/01/rdf-schema#comment;12
http://schema.org/RadioStation;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatDefunctMinorLeagueBaseballTeams;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatRiversOfTheOltSubbasin;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/FootballSeason115240998;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatVillagesInDharwadDistrict;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInMassachusetts;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInVirginia;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatLakesOfNovaScotia;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAnbarabadCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/SchoolDistrict108587709;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/FootballSeason115240998;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSariCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatVillagesInTurkey;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Wikicat1990sMalayalam-languageFilms;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBartınProvince;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatTamil-languageFilms;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTaftCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatStateHighwaysInPennsylvania;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChabaharCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatWardsOfTanzania;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/BasketballSeason115240633;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresOnTheNationalRegisterOfHistoricPlacesInVirginia;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Decorativeness104700327;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInHirmandCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/ontology/UnitOfWork;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/ontology/GaelicGamesPlayer;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInJiroftCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatAustralianRulesFootballersFromVictoria(Australia);http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatVillagesInTurkey;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInNewYork;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Baronetcy114432623;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatCommunesOfJura(department);http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPol-eDokhtarCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRudbar-eJonubiCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Situation;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatEssendonFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInQazvinCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBabolCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatVillagesInRangaReddyDistrict;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatVillagesInTheCzechRepublic;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNehbandanCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatHawthornFootballClubPlayers;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInVirginia;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBandarAbbasCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPol-eDokhtarCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMashhadCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInCalifornia;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatNeighbourhoodsInEdmonton;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatCommunesOfHaute-Saône;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatVillagesInTheCzechRepublic;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/ontology/NCAATeamSeason;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatAustralianRulesFootballersFromTasmania;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatStateHighwaysInPennsylvania;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/RadioStation104044119;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatTownshipsInMichigan;http://www.w3.org/2000/01/rdf-schema#label;12
http://www.wikidata.org/entity/Q3914;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatNeighbourhoodsInEdmonton;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/ontology/Coach;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatStateHighwaysInOhio;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAligudarzCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/FootballSeason115240998;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatWesternBulldogsPlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTaftCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatCollingwoodFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatMalaysianFederalRoads;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMinabCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatTownshipsInMinnesota;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInWestVirginia;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhashCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMashhadCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatMelbourneFootballClubPlayers;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/SchoolDistrict108587709;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatStateHighwaysInPennsylvania;http://dbpedia.org/ontology/abstract;12
http://www.wikidata.org/entity/Q2334719;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Decorativeness104700327;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInNewJersey;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSariCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatRichmondFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMinabCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/ontology/AustralianRulesFootballPlayer;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/Wikicat19th-centuryMethodistChurchBuildings;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChabaharCounty;http://dbpedia.org/ontology/abstract;12
http://www.wikidata.org/entity/Q13414980;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatWesternBulldogsPlayers;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatAssemblyConstituenciesOfTamilNadu;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatHawthornFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMashhadCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAmasyaProvince;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/Cricketer109977326;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatStKildaFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatMelbourneFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://www.wikidata.org/entity/Q2334719;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInMassachusetts;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/Umpire110735984;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatVillagesInThanjavurDistrict;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatNeighbourhoodsInEdmonton;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatRuralDistrictsOfIran;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatRichmondFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBilehSavarCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatAll-AmericanGirlsProfessionalBaseballLeaguePlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatCommunesOfHaute-Saône;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBardsirCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatUnincorporatedCommunitiesInVirginia;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAmasyaProvince;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAharCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatSydneySwansPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatVillagesInDharwadDistrict;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatTownshipsInNebraska;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatNorthMelbourneFootballClubPlayers;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInHirmandCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInJiroftCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKermanshahCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatAustralianRulesFootballersFromSouthAustralia;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatTelugu-languageFilms;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Wikicat1990sMalayalam-languageFilms;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatTownshipsInMichigan;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/ontology/UnitOfWork;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatDefunctMinorLeagueBaseballTeams;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhorramabadCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAnkaraProvince;http://dbpedia.org/ontology/abstract;12
http://www.wikidata.org/entity/Q3914;http://dbpedia.org/ontology/abstract;12
Top;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCentralProvince,SriLanka;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInGermiCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://www.w3.org/2000/01/rdf-schema#Datatype;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/SecondarySchool108284481;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMamasaniCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatHamletsInCornwall;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatMilitaryUnitsAndFormationsOfTheUnitedStatesInWorldWarII;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatAssemblyConstituenciesOfTamilNadu;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatHawthornFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatCarltonFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatFitzroyFootballClubPlayers;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/Umpire110735984;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBilehSavarCounty;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInIzehCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatAssemblyConstituenciesOfAndhraPradesh;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAligudarzCounty;http://www.w3.org/2000/01/rdf-schema#comment;12
http://dbpedia.org/class/yago/WikicatBombardmentSquadronsOfTheUnitedStatesAirForce;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/Wikicat2000sMalayalam-languageFilms;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInShahr-eBabakCounty;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatFitzroyFootballClubPlayers;http://dbpedia.org/ontology/abstract;12
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCentralProvince,SriLanka;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInWestVirginia;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/ontology/Cricketer;http://www.w3.org/2000/01/rdf-schema#label;12
http://dbpedia.org/class/yago/WikicatRuralDistrictsOfIran;http://www.w3.org/2000/01/rdf-schema#comment;12
